product_id,store_id,seed,metric,threshold,window_size,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid,best_epoch,train_time_s
26008,6269,42,spearman,0.85,15,True,False,48.34820403926094,24.948945278105768,-12.06898947226766,0.2735388185319477,0.6556291390728477,14,9.96
26008,6269,42,spearman,0.88,15,True,False,47.97315021011539,24.876178949090995,-13.989219816107498,0.2847659266245449,0.6291390728476821,12,10.0
26008,6269,42,spearman,0.91,15,True,False,50.30088709927497,27.243835361674428,-17.322029574431088,0.21367332498825586,0.6688741721854304,12,9.39
907969,6269,42,spearman,0.75,15,True,False,48.601372552961195,32.367761241076025,-14.86453805834447,0.23627807293595382,0.7284768211920529,25,14.31
907969,6269,42,spearman,0.82,15,True,False,52.10397010709826,34.46417183958386,-21.443050351778144,0.122231840540165,0.7284768211920529,15,10.83
907969,6269,42,spearman,0.85,15,True,False,50.3862285983584,33.51992335072473,-19.76399810278886,0.17915360272502567,0.7483443708609272,24,11.55
907969,6269,42,spearman,0.88,15,True,False,44.77216130941819,30.16950542940513,-14.64734732487092,0.35188166055201064,0.7483443708609272,63,12.68
907969,6269,42,spearman,0.91,15,True,False,53.00249914703137,35.50837867589373,-19.128755720038164,0.09169671173593397,0.7152317880794702,8,9.92
907967,6269,42,spearman,0.75,15,True,False,20.511009346569182,14.554797458021264,-0.26764666563586187,0.13383688783590142,0.6423841059602649,7,12.15
907967,6269,42,spearman,0.82,15,True,False,20.426152450913715,14.342469304800034,1.7845405073542344,0.14098893695392578,0.6423841059602649,5,11.42
907967,6269,42,spearman,0.85,15,True,False,20.112120265355028,14.143630528136304,1.1786859113919108,0.16719881625237698,0.6291390728476821,7,10.78
907967,6269,42,spearman,0.88,15,True,False,20.074245033437393,14.110458054040608,0.38345978605119807,0.17033253234376267,0.6357615894039735,9,10.5
907967,6269,42,spearman,0.91,15,True,False,20.295498180554052,14.306949188834743,-0.4542659128967084,0.15194298399733097,0.6357615894039735,8,10.42
213626,6269,42,spearman,0.75,15,True,False,24.069406054854444,16.38318703833379,6.13877352170254,-0.03549368585574886,0.6423841059602649,110,18.88
213626,6269,42,spearman,0.82,15,True,False,22.003974312016208,14.458900541165157,3.780133981159643,0.13459586421430103,0.6291390728476821,114,16.71
213626,6269,42,spearman,0.85,15,True,False,22.77710932765478,15.046859453579312,2.5094066711240695,0.07271353532686708,0.6357615894039735,135,21.46
