product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid,train_time,inference_time,total_time
919137,6269,42,spearman,15,1,0.91,,True,False,False,20.580779644692687,13.604791687984093,2.3845968215294135,14.28773694972472,0.4276315789473684,96.15271592140198,0.21998238563537598,96.37269830703735
110187,6269,42,spearman,15,1,0.75,,True,False,True,61.30858859770291,47.655460332733355,32.82931378931781,50.775487829364245,0.6907894736842105,34.596354484558105,0.13098788261413574,34.72734236717224
110187,6269,42,spearman,15,1,0.75,,True,False,False,59.48961961927519,44.350575415916694,15.782333224427466,44.77803696972364,0.48026315789473684,452.8336110115051,0.5765206813812256,453.41013169288635
110187,6269,42,spearman,15,1,0.82,,True,False,False,63.60196685161612,48.944243487189794,31.670527339760774,51.9546761325457,0.5263157894736842,130.3847734928131,0.2829775810241699,130.66775107383728
110187,6269,42,spearman,15,1,0.85,,True,False,False,61.24641592292316,45.937932382222094,18.689690434075647,46.78011366553602,0.5657894736842105,84.96965265274048,0.26398324966430664,85.23363590240479
110187,6269,42,spearman,15,1,0.88,,True,False,False,62.82744467886597,48.30134627398323,30.17451551848767,51.032687787550714,0.5526315789473685,75.1581072807312,0.24498248100280762,75.40308976173401
110187,6269,42,spearman,15,1,0.91,,True,False,False,60.269186912381436,45.53871089960236,23.321202845355266,47.34957189243012,0.5197368421052632,57.65099310874939,0.22054362297058105,57.87153673171997
26372,6269,42,spearman,15,1,0.75,,True,False,True,29.23044293408353,22.294726702122908,9.102604186612796,22.46455418922569,0.42105263157894735,29.97040605545044,0.12099242210388184,30.09139847755432
26372,6269,42,spearman,15,1,0.75,,True,False,False,29.71789704229337,22.66508569904402,8.581605263005674,22.670621261659107,0.34210526315789475,466.8144989013672,0.519972562789917,467.3344714641571
26372,6269,42,spearman,15,1,0.82,,True,False,False,29.4450299687566,22.362707437253466,8.321068670235428,22.393459011250524,0.3881578947368421,194.1325180530548,0.33498454093933105,194.46750259399414
26372,6269,42,spearman,15,1,0.85,,True,False,False,29.582625030284053,22.532958498188094,9.041390973758075,22.684899883128566,0.34868421052631576,149.16782784461975,0.28598451614379883,149.45381236076355
26372,6269,42,spearman,15,1,0.88,,True,False,False,29.95002504080628,22.661015080470666,9.438724243562985,22.999947351411553,0.3618421052631579,110.5252332687378,0.2749300003051758,110.80016326904297
26372,6269,42,spearman,15,1,0.91,,True,False,False,29.064230796992494,22.027171976426068,6.951013116275563,21.776661671671654,0.3355263157894737,92.9691367149353,0.27498888969421387,93.24412560462952
13544,6269,42,spearman,15,1,0.75,,True,False,True,45.17404277898446,35.34173562791612,2.209240495769027,31.974765420413515,0.6118421052631579,42.787543535232544,0.13199329376220703,42.91953682899475
