window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
7,11,7.900000095367432,3.77138352394104,1.0,16.0,8.0,13.0,0.17241379618644714,237.0
7,12,115.5,48.05049514770508,20.0,239.0,186.0,103.0,-2.8620688915252686,3465.0
7,13,11.633333206176758,5.564670085906982,1.0,29.0,29.0,14.0,-0.517241358757019,349.0
7,14,2.866666555404663,2.2320892810821533,0.0,8.0,5.0,4.0,-0.03448275849223137,86.0
7,15,14.566666603088379,7.73599100112915,3.0,33.0,33.0,23.0,-0.3448275923728943,437.0
7,16,149.1666717529297,64.73334503173828,55.0,340.0,340.0,212.0,-4.413793087005615,4475.0
7,17,3.799999952316284,3.0594117641448975,0.0,13.0,10.0,13.0,0.1034482792019844,114.0
7,18,10.966666221618652,4.806130409240723,3.0,23.0,15.0,16.0,0.03448275849223137,329.0
7,19,7.0333333015441895,4.445847034454346,0.0,18.0,10.0,10.0,0.0,211.0
7,20,5.400000095367432,4.31740665435791,0.0,16.0,15.0,4.0,-0.37931033968925476,162.0
7,21,6.166666507720947,4.195897579193115,0.0,20.0,5.0,9.0,0.13793103396892548,185.0
7,22,5.366666793823242,3.291234254837036,0.0,11.0,11.0,9.0,-0.06896551698446274,161.0
7,23,23.0,11.272385597229004,5.0,41.0,40.0,33.0,-0.24137930572032928,690.0
7,24,25.366666793823242,12.571086883544922,3.0,58.0,38.0,34.0,-0.13793103396892548,761.0
7,25,9.699999809265137,6.351640224456787,1.0,30.0,24.0,15.0,-0.3103448152542114,291.0
7,26,8.5,6.994045257568359,0.0,24.0,24.0,21.0,-0.1034482792019844,255.0
7,27,16.100000381469727,11.411543846130371,0.0,43.0,40.0,29.0,-0.37931033968925476,483.0
7,28,4.866666793823242,2.94089937210083,1.0,11.0,11.0,9.0,-0.06896551698446274,146.0
7,29,39.79999923706055,16.557777404785156,6.0,85.0,85.0,50.0,-1.2068965435028076,1194.0
7,30,89.0,32.08842086791992,26.0,163.0,163.0,131.0,-1.1034482717514038,2670.0
7,31,83.63333129882812,36.26613235473633,33.0,181.0,181.0,83.0,-3.379310369491577,2509.0
7,32,51.53333282470703,20.457653045654297,18.0,105.0,105.0,46.0,-2.034482717514038,1546.0
7,33,7.0333333015441895,4.118926525115967,1.0,18.0,14.0,9.0,-0.17241379618644714,211.0
7,34,24.83333396911621,9.011412620544434,4.0,50.0,50.0,31.0,-0.6551724076271057,745.0
7,35,8.300000190734863,8.993145942687988,0.0,30.0,10.0,10.0,0.0,249.0
7,36,136.96665954589844,50.13480758666992,48.0,258.0,247.0,171.0,-2.620689630508423,4109.0
8,0,124.93333435058594,46.78955078125,40.0,225.0,156.0,129.0,-0.931034505367279,3748.0
8,1,7.233333110809326,4.477226257324219,0.0,20.0,8.0,11.0,0.1034482792019844,217.0
8,2,13.566666603088379,7.588075637817383,0.0,25.0,11.0,21.0,0.3448275923728943,407.0
8,3,5.900000095367432,4.0934906005859375,0.0,20.0,8.0,8.0,0.0,177.0
8,4,16.83333396911621,9.940098762512207,4.0,44.0,44.0,24.0,-0.6896551847457886,505.0
8,5,7.833333492279053,3.786672592163086,1.0,16.0,13.0,6.0,-0.24137930572032928,235.0
8,6,14.233333587646484,7.1259307861328125,3.0,33.0,13.0,23.0,0.3448275923728943,427.0
8,7,143.03334045410156,54.22575378417969,55.0,247.0,215.0,156.0,-2.034482717514038,4291.0
8,8,10.5,5.064582824707031,1.0,23.0,15.0,1.0,-0.48275861144065857,315.0
8,9,7.0,4.427188873291016,0.0,18.0,9.0,9.0,0.0,210.0
8,10,5.199999809265137,3.9949967861175537,0.0,16.0,8.0,9.0,0.03448275849223137,156.0
8,11,6.266666889190674,4.2026448249816895,0.0,20.0,3.0,8.0,0.17241379618644714,188.0
8,12,4.233333110809326,3.8702569007873535,0.0,14.0,1.0,13.0,0.4137931168079376,127.0
8,13,22.33333396911621,10.829999923706055,5.0,41.0,31.0,20.0,-0.37931033968925476,670.0
8,14,24.866666793823242,12.35511589050293,3.0,58.0,26.0,23.0,-0.1034482792019844,746.0
8,15,8.233333587646484,6.535459041595459,0.0,21.0,18.0,16.0,-0.06896551698446274,247.0
8,16,15.266666412353516,10.513272285461426,0.0,43.0,18.0,15.0,-0.1034482792019844,458.0
8,17,4.400000095367432,3.6110939979553223,0.0,13.0,10.0,3.0,-0.24137930572032928,132.0
8,18,38.06666564941406,14.303689956665039,6.0,64.0,51.0,33.0,-0.6206896305084229,1142.0
8,19,86.33333587646484,29.00383186340332,26.0,163.0,163.0,83.0,-2.7586207389831543,2590.0
8,20,80.23332977294922,31.438493728637695,33.0,154.0,140.0,79.0,-2.1034483909606934,2407.0
8,21,49.70000076293945,17.886959075927734,18.0,96.0,50.0,50.0,0.0,1491.0
8,22,6.733333110809326,3.9237170219421387,1.0,18.0,8.0,5.0,-0.1034482792019844,202.0
8,23,7.9666666984558105,9.108543395996094,0.0,30.0,5.0,0.0,-0.17241379618644714,239.0
8,24,136.46665954589844,49.099037170410156,48.0,258.0,169.0,232.0,2.1724138259887695,4094.0
9,0,122.93333435058594,46.70112991333008,40.0,225.0,40.0,96.0,1.9310344457626343,3688.0
9,1,7.233333110809326,4.477226257324219,0.0,20.0,0.0,8.0,0.27586206793785095,217.0
9,2,10.800000190734863,10.706384658813477,0.0,45.0,0.0,10.0,0.3448275923728943,324.0
9,3,13.533333778381348,7.601461887359619,0.0,25.0,0.0,10.0,0.3448275923728943,406.0
9,4,5.766666889190674,4.0880584716796875,0.0,20.0,1.0,4.0,0.1034482792019844,173.0
9,5,140.23333740234375,52.5811653137207,55.0,247.0,55.0,131.0,2.620689630508423,4207.0
9,6,10.199999809265137,5.055689811706543,1.0,23.0,6.0,6.0,0.0,306.0
9,7,5.133333206176758,3.964284896850586,0.0,16.0,1.0,6.0,0.17241379618644714,154.0
9,8,6.266666889190674,4.2026448249816895,0.0,20.0,0.0,3.0,0.1034482792019844,188.0
